ID,SENTENCE,FOS CODE,SL. No. Figure of Speech Class Label
SR4,টিয়ামুখো গিরগিটি মনে ভারি শঙ্কা- পোকা ছেড়ে শেষে কিগো খাবে কাঁচা লঙ্কা?,"3, 6",
SR5,"ছাগলের পেটে ছিল না জানি কি ফন্দি, চাপিল বিছার ঘাড়ে, ধড়ে মুড়ো সন্ধি!",6,
SR6,"জিরাফের সাধ নাই মাঠে-ঘাটে ঘুরিতে, ফড়িঙের ঢং ধরি, সেও চায় উড়িতে।",6,
SR7,"গরু বলে, “আমারেও ধরিল কি ও রোগে?",3,
SR8,মোর পিছে লাগে কেন হতভাগা মোরগে?”,0,
SR9,"হাতিমির দশা দেখ-তিমি ভাবে জলে যাই, হাতি বলে, “এই বেলা জঙ্গলে চল ভাই।","3, 6",
SR10,"সিংহের শিং নেই, এই তার কষ্ট- হরিণের সাথে মিলে শিং হল পষ্ট।",6,
SR11,"ছবির টানে গল্প লিখি, নেই তো এতে ফাঁকি যেমন ধারা কথায় শ‍ুনি, হ‍ুবহ‍ু, তাই আঁকি।",6,
SR12,"নিরুপায় বসি বছরের পয়লা তারিখে মনের খাতায় রাখিলাম লিখে— ‘সহজে উদরে ঢকিবে যেটুক, সেইটকু খাব, হব না পেটুক।","2, 6",
SR13,মাস দুই যেতে খাতা খুলে দেখি এরি মাঝে মন লিখিয়াছে এ কি!,"3, 6",
SR14,"লিখিয়াছে, যদি নেমন্তন্নে কেঁদে ওঠে প্রাণ লুচির জন্যে, উচিত হবে কি কাঁদানো তাহারে?",3,
SR15,"কিংবা যখন বিপুল আহারে, তেড়ে দেয় পাতে পোলাও কালিয়া পায়েস অথবা রাবড়ি ঢালিয়া— তখন কি করি, আমি নিরুপায়!",6,
SR16,"তাড়াতে না পারি, বলি আয়, আয়, ঢুকে আয় মুখে দুয়ার ঠেলিয়া উদার রয়েছি উদর মেলিয়া!","2, 6",
SR17,"আলো ছায়া হোক না কেন যতই কালো, এমন ছায়া নাই রে নাই— লাগলে পরে রোদের আলো।",6,
SR18,পালায় না যে আপনি ভাই!,0,
SR19,"শুষ্ক মুখে আঁধার ধোঁয়া কঠিন হেন কোথায় বল, লাগলে যাতে হাসির ছোঁয়া আপনি গলে হয় না জল?",6,
SR20,"আনন্দ যে আনন্দ ফুলের বাসে, যে আনন্দ পাখির গানে, যে আনন্দ অরুণে আলোয়, যে আনন্দ শিশুর প্রাণে, যে আনন্দে বাতাস বহে, যে আনন্দ সাগর জলে, যে আনন্দ ধুলির কণায়, যে আনন্দ তৃণের দলে, যে আনন্দে আকাশ ভরা, যে আনন্দ তারায় তারায়, যে আনন্দ সকল সুখে, যে আনন্দ রক্তধারায়, সে আনন্দ মধুর হয়ে তোমার প্রাণে পড়ুক ঝরি, সে আনন্দ আলোর মতো থাকুক তব জীবন ভরি॥ ","6, 2",
SR21,"বিষম চিন্তা মাথায় কত প্রশ্ন আসে, দিচ্ছে না কেউ জবাব তার, সবাই বলে ‘মিথ্যে বাজে বকিস নে আর খবরদার!",6,
SR22,অমনধারা ধমক দিলে কেমন করে শিখব সব?,0,
SR23,"বলবে সবাই মুখ্য, ছেলে’, বলবে আমায় ‘গো-গর্দভ'।",0,
SR24,কেউ কি জানে দিনের বেলায় কোথায় পালায় ঘুমের ঘোর?,0,
SR25,বর্ষা হলেই ব্যাঙের গলায় কোত্থেকে হয় এমন জোর?,0,
SR26,গাধার কেন শিং থাকে না?,0,
SR27,হাতির কেন পালক নেই?,0,
SR28,গরম তেলে ফোড়ন দিলে লাফায় কেন তা ধেই-ধেই?,2,
SR29,সোডার বোতল খুল্লে কেন ফসফসিয়ে রাগ করে?,"2, 3",
SR30,কেমন করে রাখবে টিকি মাথায় যাদের টাক পড়ে?,0,
SR31,ভূত যদি না থাকবে তবে কোত্থেকে হয় ভূতের ভয়?,0,
SR32,মাথায় যাদের গোল বেধেছে তাদের কেন 'পাগোল' কয়?,0,
SR33,"কতই ভাবি এ-সব কথা, জবাব দেবার মানুষ কই?",0,
SR34,বয়স হলে কেতাব খুলে জানতে পাব সমস্তই।,0,
SR35,"নিরীহ কলম, নিরীহ কালি, নিরীহ কাগজে লিখিল গালি— ‘বাঁদর, বেকুব, আজব হাঁদা, বকাট ফাজিল, অকাট গাধা!","3, 6",
SR36,"আবার লিখিল কলম ধরি বচন মিষ্টি, যতন করি ‘শান্ত, মানিক, শিষ্ট, সাধ, বাছা রে, ধন রে, লক্ষী, যাদু।",0,
SR37,"মনের কথাটি ছিল যে মনে, রটিয়া উঠিল খাতার কোণে, আঁচড়ে আঁকিতে আখর ক’টি, কেহ খুশি, কেহ উঠিল চটি!",6,
SR38,"রকম-রকম কালির টানে কারো হাসি, কারো অশ্রু, আনে, মারে না, ধরে না, হাঁকে না বলি, লোকে হাসে কাঁদে কি দেখি ভুলি?",6,
SR39,সাদায় কালোয় কি খেলা জানে?,0,
SR40,ভাবিয়া ভাবিয়া না পাই মানে॥,0,
SR41,"হরিষে বিষাদ দেখছে থোকা পঞ্জিকাতে এই বছরে কখন কবে ছুটির কত খবর লেখে, কিসের ছুটি কদিন হবে।",0,
